Date,Open,High,Low,Close,Volume
2019-01-02 00:00:00+00:00,131.84829816706713,134.94096534949162,131.84829816706713,133.53439331054688,1987700
2019-01-03 00:00:00+00:00,132.92126226400123,133.137663250963,128.66547249371177,129.88270568847656,2047200
2019-01-04 00:00:00+00:00,132.55156413516258,136.83440171878513,132.40731058849227,136.76226806640625,2549100
2019-01-07 00:00:00+00:00,136.9787565789852,140.6033958188537,136.05005756788424,138.9984588623047,2947400
2019-01-08 00:00:00+00:00,139.7828353353811,142.36155556710216,138.87217354766042,141.48695373535156,3124800
2019-01-09 00:00:00+00:00,142.33449636218992,142.37055631542427,138.4033010713384,139.15167236328125,3134300
2019-01-10 00:00:00+00:00,138.53855316638752,143.75009042636782,136.59099911406665,143.4705810546875,2693600
2019-01-11 00:00:00+00:00,142.2533743508603,144.07469808518846,141.2074566813048,142.7132110595703,2039000
2019-01-14 00:00:00+00:00,140.84677926032467,142.76728476898347,140.51315934156582,141.9287567138672,1364900
2019-01-15 00:00:00+00:00,141.79346475963203,143.1369281245467,140.44098984821898,141.6041259765625,1369100
2019-01-16 00:00:00+00:00,141.78448938457092,143.08286783205784,141.48694317718102,141.9287567138672,1457300
2019-01-17 00:00:00+00:00,141.32466668005475,145.74274745002867,140.8828530998209,144.32716369628906,2155100
2019-01-18 00:00:00+00:00,146.0673314805753,149.84524799608954,145.92306414754174,148.42063903808594,3879800
2019-01-22 00:00:00+00:00,146.86984199998824,146.96902410031836,141.9017529480386,143.21815490722656,2076500
2019-01-23 00:00:00+00:00,143.84923243111942,144.8951497147716,140.8828100365481,142.1090545654297,1780800
2019-01-24 00:00:00+00:00,142.2353037234028,143.44351155927046,141.62218825735252,142.84841918945312,1602100
2019-01-25 00:00:00+00:00,144.83202408803137,146.806639519177,144.14676137660678,145.616455078125,1826400
2019-01-28 00:00:00+00:00,141.64024034041637,142.83943687358442,139.93612184761787,141.09925842285156,2199400
2019-01-29 00:00:00+00:00,141.99188743988884,145.11160357644937,141.38778338114597,144.69683837890625,2199700
2019-01-30 00:00:00+00:00,145.9861673055866,147.58207803645286,144.32713446543215,146.8878173828125,1988800
2019-01-31 00:00:00+00:00,146.45502342522803,148.6640772413485,144.42631064085631,147.87062072753906,3118800
2019-02-01 00:00:00+00:00,147.94279375230408,148.19525475421867,146.93294974464575,147.76246643066406,1704300
2019-02-04 00:00:00+00:00,147.92476543445153,148.66412538138965,146.373925614229,148.33050537109375,1907900
2019-02-05 00:00:00+00:00,148.43867372491587,148.7632683404526,146.97799107595563,148.0599822998047,1574600
2019-02-06 00:00:00+00:00,147.97885115834802,148.69116263995235,146.96900716812598,147.58212280273438,1660500
2019-02-07 00:00:00+00:00,146.68943078606,147.69026276873387,144.3631722923292,145.886962890625,2488100
2019-02-08 00:00:00+00:00,144.48948050643992,146.7796665307967,144.48948050643992,146.7436065673828,1628300
2019-02-11 00:00:00+00:00,147.53705118056735,148.08705844441894,146.00423457901567,146.0132598876953,1843900
2019-02-12 00:00:00+00:00,147.36570051788567,149.59277745579405,146.887827046165,148.94358825683594,1894400
2019-02-13 00:00:00+00:00,147.77145227868124,148.32145945677772,146.1304560516643,146.698486328125,2777700
2019-02-14 00:00:00+00:00,145.4902674551258,147.338652997738,144.7689445899492,146.44601440429688,2029700
2019-02-15 00:00:00+00:00,143.7861206493538,147.32959839880775,141.8385534280225,143.35333251953125,7578600
2019-02-19 00:00:00+00:00,141.450900315541,143.18206720200544,140.71154048212742,141.79351806640625,2971500
2019-02-20 00:00:00+00:00,142.36151902860723,144.8230196949981,138.70082220215747,144.1558074951172,3349200
2019-02-21 00:00:00+00:00,144.23693829496747,148.1410840857853,144.23693829496747,146.8336944580078,2838500
2019-02-22 00:00:00+00:00,146.96896398918452,149.67391424665416,146.96896398918452,149.64686584472656,1967200
2019-02-25 00:00:00+00:00,150.5575512095551,151.3149478571756,148.57392345969998,148.64605712890625,2502700
