Date,Open,High,Low,Close,Volume
2019-01-02 00:00:00+00:00,36.78413837044897,37.7245827857424,36.62739703060972,37.503719329833984,148158800
2019-01-03 00:00:00+00:00,34.19317161474013,34.60639781423897,33.72295119720163,33.76807403564453,365248800
2019-01-04 00:00:00+00:00,34.32379724419946,35.27849047559891,34.1504337518255,35.209617614746094,234428400
2019-01-07 00:00:00+00:00,35.3141057597988,35.34498004544206,34.64914539714357,35.13124084472656,219111200
2019-01-08 00:00:00+00:00,35.51834447775036,36.05506423362693,35.271361057087084,35.80095291137695,164101200
2019-01-09 00:00:00+00:00,35.929194550467045,36.69864919303754,35.534971211573676,36.40891647338867,180396400
2019-01-10 00:00:00+00:00,36.21654426234322,36.565648290377936,35.82706812801261,36.52527618408203,143122800
2019-01-11 00:00:00+00:00,36.30680629526423,36.501542638359126,35.98144849990563,36.16668701171875,108092800
2019-01-14 00:00:00+00:00,35.824712768467144,35.924456309448,35.437609988385816,35.62284851074219,129756800
2019-01-15 00:00:00+00:00,35.68696444823326,36.42791840883774,35.634717322934954,36.351924896240234,114843600
2019-01-16 00:00:00+00:00,36.35429336518652,37.01925372022599,36.33529408375769,36.796016693115234,122278800
2019-01-17 00:00:00+00:00,36.62028785981504,37.44198983365644,36.397050760758674,37.0145149230957,119284800
2019-01-18 00:00:00+00:00,37.40397730943639,37.49422298571699,37.042998228056234,37.242488861083984,135004000
2019-01-22 00:00:00+00:00,37.14511631915699,37.221109811985436,36.24504404145378,36.40653610229492,121576000
2019-01-23 00:00:00+00:00,36.608400270150376,36.8435122960888,36.02656133084995,36.55377960205078,92522400
2019-01-24 00:00:00+00:00,36.59890508773824,36.68677359804413,36.036065388764655,36.2640495300293,101766000
2019-01-25 00:00:00+00:00,36.92425809596469,37.5535970765076,36.6487775687618,37.46572494506836,134142000
2019-01-28 00:00:00+00:00,36.99786810096469,37.126112312913,36.49202640019958,37.118988037109375,104768400
2019-01-29 00:00:00+00:00,37.10712999950282,37.553604147254646,36.59891089197935,36.734275817871094,166348800
2019-01-30 00:00:00+00:00,38.76951665488747,39.458223311358054,38.05230926781852,39.24448776245117,244439200
2019-01-31 00:00:00+00:00,39.4487289349215,40.13506210044691,39.080625569606816,39.527099609375,162958400
2019-02-01 00:00:00+00:00,39.65059102884413,40.130309255024635,39.405977566123646,39.54609680175781,130672400
2019-02-04 00:00:00+00:00,39.757463103861134,40.76677685151774,39.72658881786463,40.66940689086914,125982000
2019-02-05 00:00:00+00:00,41.051766667858935,41.57898506305087,40.93065029956902,41.3652458190918,144406400
